year,PLZ4,gisd_score,population,gisd_5,gisd_10,gisd_k
1998,450,0.8449,40714,5,10,3
1998,451,0.84426,6720,5,10,3
1998,452,0.80736,7628,5,9,3
1998,453,0.80454,7570,5,9,3
1998,455,0.78051,18375,5,9,3
1998,456,0.78774,13988,5,9,3
1998,457,0.79056,16041,5,9,3
1998,460,0.84668,40433,5,10,3
1998,461,0.85705,25881,5,10,3
1998,462,0.85631,17627,5,10,3
1998,463,0.86006,5033,5,10,3
1998,464,0.80045,7092,5,9,3
1998,465,0.80341,20476,5,9,3
1998,466,0.79984,33655,5,9,3
1998,468,0.80759,23822,5,9,3
1998,470,0.7881,8170,5,9,3
1998,472,0.7784,26784,5,9,3
1998,473,0.78967,8675,5,9,3
1998,474,0.79183,18840,5,9,3
1998,475,0.85024,18291,5,10,3
1998,476,0.86129,9056,5,10,3
1998,477,0.85431,9610,5,10,3
1998,480,0.8009,26356,5,9,3
1998,482,0.8126,21872,5,10,3
1998,483,0.85017,27689,5,10,3
1998,484,0.84994,10322,5,10,3
1998,486,0.85156,26559,5,10,3
1998,487,0.85843,3971,5,10,3
1998,488,0.86207,14903,5,10,3
1998,489,0.78446,8631,5,9,3
1998,491,0.78157,19533,5,9,3
1998,492,0.78611,12782,5,9,3
1998,493,0.78891,21189,5,9,3
1998,610,0.86986,6936,5,10,3
1998,611,0.86986,106661,5,10,3
1998,612,0.86986,82907,5,10,3
1998,613,0.86986,41060,5,10,3
1998,617,0.86788,13158,5,10,3
1998,618,0.87008,25906,5,10,3
1998,619,0.86632,31565,5,10,3
1998,621,0.84714,33488,5,10,3
1998,623,0.85564,25989,5,10,3
1998,624,0.86109,20812,5,10,3
1998,625,0.86378,14744,5,10,3
1998,626,0.86055,18331,5,10,3
1998,627,0.8677,2532,5,10,3
1998,629,0.95737,23168,5,10,3
1998,630,0.96248,4093,5,10,3
1998,631,0.96109,16798,5,10,3
1998,633,0.95568,13890,5,10,3
1998,634,0.96443,15835,5,10,3
1998,636,0.94183,29893,5,10,3
1998,638,0.94987,24618,5,10,3
1998,640,0.96597,32569,5,10,3
1998,642,0.97582,17988,5,10,3
1998,644,0.97143,29299,5,10,3
1998,645,0.95161,9211,5,10,3
1998,646,0.9523,8812,5,10,3
1998,648,0.8972,26711,5,10,3
1998,649,0.90416,15032,5,10,3
1998,650,0.90304,17058,5,10,3
1998,652,0.95401,30504,5,10,3
1998,653,0.96551,14046,5,10,3
1998,654,0.95821,9502,5,10,3
1998,655,0.95056,9008,5,10,3
1998,656,0.95089,9548,5,10,3
1998,657,0.96380999999999994,13085,5,10,3
1998,661,0.92657,25698,5,10,3
1998,662,0.92644,12092,5,10,3
1998,663,0.9201,12444,5,10,3
1998,664,0.93889,13798,5,10,3
1998,666,0.9252,32440,5,10,3
1998,667,0.9206,9393,5,10,3
1998,668,0.92892,25105,5,10,3
1998,671,0.92237,33042,5,10,3
1998,672,0.92785,15036,5,10,3
1998,674,0.92993,12886,5,10,3
1998,676,0.92954,16759,5,10,3
1998,677,0.89605,29744,5,10,3
1998,678,0.88944,17422,5,10,3
1998,679,0.93488,10223,5,10,3
1998,680,0.93247,14637,5,10,3
1998,684,0.84553,47883,5,10,3
1998,686,0.84372,42774,5,10,3
1998,688,0.82587,45404,5,10,3
1998,689,0.8372,9116,5,10,3
1998,690,0.83844,17620,5,10,3
1998,691,0.83577,14139,5,10,3
1998,692,0.84468,6503,5,10,3
1998,731,0.77995,29649,5,9,3
1998,733,0.78777,16616,5,9,3
1998,734,0.89137,4627,5,10,3
1998,735,0.79649,5618,5,9,3
1998,736,0.85167,7285,5,10,3
1998,738,0.80998,22330,5,10,3
1998,740,0.7806,30195,5,9,3
1998,742,0.79208,15391,5,9,3
1998,754,0.86435,31877,5,10,3
1998,755,0.85985,66329,5,10,3
1998,757,0.79699,14157,5,9,3
1998,758,0.80043,23313,5,9,3
1998,760,0.75177,11596,5,9,3
1998,761,0.766,12790,5,9,3
1998,762,0.75062,10279,5,9,3
1998,763,0.76286,5595,5,9,3
1998,764,0.75615,15702,5,9,3
1998,774,0.47943,55832,2,4,2
1998,775,0.50931,61091,3,5,2
1998,776,0.75713,12314,5,9,3
1998,777,0.75627,8524,5,9,3
1998,780,0.81517,8948,5,10,3
1998,781,0.81765,6604,5,10,3
1998,790,0.80064,12179,5,9,3
1998,791,0.74052,2462,5,9,3
1998,792,0.80639,13067,5,9,3
1998,793,0.79709,13568,5,9,3
1998,795,0.79115,14769,5,9,3
1998,797,0.79306,20033,5,9,3
1998,798,0.78469,11978,5,9,3
1998,805,0.75394,42643,5,9,3
1998,806,0.75402,38666,5,9,3
1998,810,0.77285,9500,5,9,3
1998,811,0.77296,20489,5,9,3
1998,813,0.76712,19964,5,9,3
1998,814,0.77231,10146,5,9,3
1998,820,0.72274,17876,4,8,2
1998,822,0.72268,14621,4,8,2
1998,823,0.73061,16946,4,8,2
1998,824,0.72581,4413,4,8,2
1998,825,0.72896,7188,4,8,2
1998,826,0.72965,9287,4,8,2
1998,828,0.79229,33053,5,9,3
1998,829,0.80651,20479,5,9,3
1998,830,0.81215,11633,5,10,3
1998,831,0.80635,8682,5,9,3
1998,832,0.80718,10308,5,9,3
1998,834,0.79159,24772,5,9,3
1998,835,0.7967,10219,5,9,3
1998,837,0.7676,24093,5,9,3
1998,839,0.77253,21009,5,9,3
1998,841,0.77389,20399,5,9,3
1998,842,0.77812,8855,5,9,3
1998,845,0.77537,24422,5,9,3
1998,846,0.7317,18944,4,8,2
1998,848,0.73269,7276,4,8,2
1998,849,0.73204,11188,4,8,2
1998,852,0.71081,52618,4,8,2
1998,853,0.71796,8390,4,8,2
1998,854,0.71559,19254,4,8,2
1998,860,0.71823,13786,4,8,2
1998,862,0.72408,6955,4,8,2
1998,864,0.719,5388,4,8,2
1998,911,0.73051,67629,4,8,2
1998,912,0.73065,102654,4,8,2
1998,913,0.73054,25256,4,8,2
1998,921,0.77512,33418,5,9,3
1998,922,0.74111,43421,5,9,3
1998,923,0.79137,13964,5,9,3
1998,924,0.75586,28633,5,9,3
1998,930,0.78055,17127,5,9,3
1998,932,0.7882,16620,5,9,3
1998,933,0.77198,21693,5,9,3
1998,935,0.77624,23695,5,9,3
1998,936,0.79459,12873,5,9,3
1998,937,0.80852,10646,5,10,3
1998,938,0.80814,18756,5,9,3
1998,939,0.807,10137,5,9,3
1998,940,0.79724,5695,5,9,3
1998,941,0.80787,4816,5,9,3
1998,942,0.80638,12918,5,9,3
1998,943,0.80341,17750,5,9,3
1998,945,0.79487,22409,5,9,3
1998,946,0.80976,10744,5,10,3
1998,947,0.8106,10583,5,10,3
1998,948,0.80586,12761,5,9,3
1998,949,0.79897,16455,5,9,3
1998,950,0.80702,3289,5,9,3
1998,951,0.8112,7370,5,10,3
1998,952,0.80572,11459,5,9,3
1998,954,0.80585,5597,5,9,3
1998,955,0.77537,10429,5,9,3
1998,956,0.78762,8106,5,9,3
1998,957,0.78435,22652,5,9,3
1998,959,0.7661,39153,5,9,3
1998,960,0.78739,11898,5,9,3
1998,961,0.78923,16912,5,9,3
1998,962,0.79173,13281,5,9,3
1998,963,0.7878,8441,5,9,3
1998,964,0.7787,18061,5,9,3
1998,966,0.78547,30378,5,9,3
1998,1011,0.79935,28435,5,9,3
1998,1017,0.79935,16692,5,9,3
1998,1024,0.79935,43139,5,9,3
1998,1031,0.79935,78225,5,9,3
1998,1036,0.79935,32999,5,9,3
1998,1040,0.79935,26171,5,9,3
1998,1043,0.79935,17187,5,9,3
1998,1055,0.79935,35628,5,9,3
1998,1058,0.79935,17536,5,9,3
1998,1062,0.79935,12631,5,9,3
1998,1070,0.79935,7821,5,9,3
1998,1071,0.79935,21366,5,9,3
1998,1077,0.79935,5316,5,9,3
1998,1078,0.79935,25621,5,9,3
1998,1082,0.79935,19412,5,9,3
1998,1096,0.79935,32300,5,9,3
1998,1099,0.79935,12802,5,9,3
1998,1204,0.79935,15907,5,9,3
1998,1205,0.79935,33411,5,9,3
1998,1209,0.79935,16358,5,9,3
1998,1210,0.79935,75704,5,9,3
1998,1215,0.79935,14940,5,9,3
1998,1216,0.79935,28749,5,9,3
1998,1220,0.79924,61065,5,9,3
1998,1224,0.79935,30721,5,9,3
1998,1227,0.79935,36661,5,9,3
1998,1230,0.79931,45723,5,9,3
1998,1234,0.79935,44618,5,9,3
1998,1235,0.79933,95742,5,9,3
1998,1243,0.79935,56167,5,9,3
1998,1245,0.79935,34843,5,9,3
1998,1248,0.79935,53304,5,9,3
1998,1252,0.7877,189106,5,9,3
1998,1255,0.79934,234046,5,9,3
1998,1258,0.79926,153039,5,9,3
1998,1261,0.79935,10085,5,9,3
1998,1262,0.79936,111997,5,9,3
1998,1267,0.79935,11372,5,9,3
1998,1268,0.79936,125650,5,9,3
1998,1305,0.79935,110010,5,9,3
1998,1308,0.79935,59462,5,9,3
1998,1312,0.79937,197280,5,9,3
1998,1315,0.79935,103681,5,9,3
1998,1318,0.79935,23530,5,9,3
1998,1334,0.79935,13568,5,9,3
1998,1335,0.79935,48459,5,9,3
1998,1340,0.79935,73856,5,9,3
1998,1343,0.79935,35575,5,9,3
1998,1346,0.79901,93045,5,9,3
1998,1350,0.79933,168115,5,9,3
1998,1358,0.79937,141557,5,9,3
1998,1359,0.79936,130830,5,9,3
1998,1362,0.79935,45754,5,9,3
1998,1405,0.79935,84359,5,9,3
1998,1408,0.79907,105504,5,9,3
1998,1410,0.79814,104746,5,9,3
1998,1412,0.79934,46599,5,9,3
1998,1416,0.79893,90597,5,9,3
1998,1419,0.79935,170011,5,9,3
1998,1446,0.50834,52675,3,5,2
1998,1447,0.51062,116133,3,5,2
1998,1448,0.52289,19119,3,5,2
1998,1451,0.58341,26889,4,7,2
1998,1453,0.59229,37161,4,7,2
1998,1454,0.59502,52183,4,7,2
1998,1455,0.59581,36789,4,7,2
1998,1461,0.86171,44294,5,10,3
1998,1462,0.85396,25801,5,10,3
1998,1464,0.86423,32134,5,10,3
1998,1465,0.87757,12405,5,10,3
1998,1466,0.86114,10971,5,10,3
1998,1471,0.87417,36531,5,10,3
1998,1472,0.8695,10652,5,10,3
1998,1477,0.88102,81554,5,10,3
1998,1478,0.61879,5467,4,7,2
1998,1479,0.60947,17591,4,7,2
1998,1480,0.59445,12043,4,7,2
1998,1482,0.60309,19562,4,7,2
1998,1491,0.72908,21646,4,8,2
1998,1492,0.60262,7766,4,7,2
1998,1494,0.72027,27492,4,8,2
1998,1495,0.73011,10069,4,8,2
1998,1497,0.7175,37925,4,8,2
1998,1523,0.78204,60369,5,9,3
1998,1529,0.76263,13415,5,9,3
1998,1530,0.78563,11528,5,9,3
1998,1532,0.80555,19507,5,9,3
1998,1534,0.77882,52085,5,9,3
1998,1536,0.78677,37804,5,9,3
1998,1537,0.78921,42515,5,9,3
1998,1551,0.75308,44155,5,9,3
1998,1552,0.74639,11244,5,9,3
1998,1553,0.75087,26617,5,9,3
1998,1556,0.76107,31883,5,9,3
1998,1571,0.66007,39028,4,8,2
1998,1573,0.66223,27231,4,8,2
1998,1574,0.67526,33584,4,8,2
1998,1575,0.67083,12674,4,8,2
1998,1580,0.72519,21534,4,8,2
1998,1582,0.7187,11968,4,8,2
1998,1583,0.72078,40034,4,8,2
1998,1584,0.75891,19689,5,9,3
1998,1585,0.75621,9532,5,9,3
1998,1586,0.71561,4117,4,8,2
1998,1589,0.74927,34213,5,9,3
1998,1590,0.66197,13840,4,8,2
1998,1591,0.68116,14065,4,8,2
1998,1592,0.67097,13159,4,8,2
1998,1593,0.71259,10179,4,8,2
1998,1622,0.80412,22918,5,9,3
1998,1623,0.81023,25574,5,10,3
1998,1624,0.82384,22832,5,10,3
1998,1625,0.79174,18809,5,9,3
1998,1626,0.79461,8541,5,9,3
1998,1627,0.90276,18280,5,10,3
1998,1630,0.89805,36862,5,10,3
1998,1632,0.81295,45849,5,10,3
1998,1634,0.81452,49014,5,10,3
1998,1635,0.8265,30276,5,10,3
1998,1651,0.7456,52326,5,9,3
1998,1654,0.74486,30343,5,9,3
1998,1655,0.7555,16089,5,9,3
1998,1656,0.75219,15351,5,9,3
1998,1672,0.75959,24968,5,9,3
1998,1676,0.747,43806,5,9,3
1998,1677,0.76155,18488,5,9,3
1998,1679,0.76045,19273,5,9,3
1998,1681,0.9021,25305,5,10,3
1998,1682,0.89813,9997,5,10,3
1998,1683,0.908,21102,5,10,3
1998,1684,0.91178,14529,5,10,3
1998,1686,0.90013,14376,5,10,3
1998,1690,0.91228,18217,5,10,3
1998,1692,0.87695,16346,5,10,3
1998,1694,0.89211,6851,5,10,3
1998,1703,0.84423,72674,5,10,3
1998,1708,0.87433,9402,5,10,3
1998,1709,0.87973,23110,5,10,3
1998,1710,0.86194,10125,5,10,3
1998,1711,0.89517,7220,5,10,3
1998,1712,0.93939,12751,5,10,3
1998,1713,0.86763,10407,5,10,3
1998,1715,0.87743,15599,5,10,3
1998,1716,0.83822,16662,5,10,3
1998,1717,0.85191,5817,5,10,3
1998,1719,0.86199,30524,5,10,3
1998,1720,0.87248,12433,5,10,3
1998,1721,0.87978,17019,5,10,3
1998,1723,0.85887,27742,5,10,3
1998,1724,0.87206,2634,5,10,3
1998,1725,0.9235,12950,5,10,3
1998,1726,0.91091,23203,5,10,3
1998,1727,0.91866,3128,5,10,3
1998,1729,0.91064,31846,5,10,3
1998,1730,0.91253,16676,5,10,3
1998,1732,0.93643,12441,5,10,3
1998,1733,0.92382,7452,5,10,3
1998,1734,0.88937,7350,5,10,3
1998,1735,0.9222,9508,5,10,3
1998,1736,0.91553,4986,5,10,3
1998,1737,0.91575,18700,5,10,3
1998,1738,0.90908,11827,5,10,3
1998,1739,0.94266,13087,5,10,3
1998,1740,0.92982,2685,5,10,3
1998,1741,0.92349,4286,5,10,3
1998,1742,0.91982,8501,5,10,3
1998,1743,0.91051,11578,5,10,3
1998,1744,0.91501999999999994,10937,5,10,3
1998,1745,0.92201,8814,5,10,3
1998,1748,0.88731,21609,5,10,3
1998,1749,0.90378,53241,5,10,3
1998,1750,0.93123,12469,5,10,3
1998,1805,0.8077,41518,5,9,3
1998,1806,0.81094,16357,5,10,3
1998,1810,0.8105,25958,5,10,3
1998,1811,0.80052,13564,5,9,3
1998,1814,0.80042,105368,5,9,3
1998,1818,0.83526,28277,5,10,3
1998,1819,0.84015,27222,5,10,3
1998,1820,0.82534,17090,5,10,3
1998,1821,0.85905,8576,5,10,3
1998,1822,0.8264,7964,5,10,3
1998,1823,0.84642,21661,5,10,3
1998,1824,0.83597,16702,5,10,3
1998,1825,0.84053,7991,5,10,3
1998,1827,0.82377,42794,5,10,3
1998,1829,0.83735,14383,5,10,3
1998,1831,0.86433,15188,5,10,3
1998,1832,0.86574,3649,5,10,3
1998,1833,0.89351,9604,5,10,3
1998,1834,0.86766,3308,5,10,3
1998,1835,0.87729,10294,5,10,3
1998,1837,0.87073,6548,5,10,3
1998,1843,0.83983,57999,5,10,3
1998,1844,0.88843,17522,5,10,3
1998,1846,0.8751,8655,5,10,3
1998,1850,0.84731,9140,5,10,3
1998,1851,0.9035,16535,5,10,3
1998,1852,0.85399,17508,5,10,3
1998,1854,0.86096,9026,5,10,3
1998,1855,0.87092,7928,5,10,3
1998,1856,0.87966,4609,5,10,3
1998,1857,0.86808,8758,5,10,3
1998,1858,0.87042,11548,5,10,3
1998,1860,0.8545,5574,5,10,3
1998,1905,0.75616,51075,5,9,3
1998,1906,0.78626,61761,5,9,3
1998,1907,0.88736,24195,5,10,3
1998,1908,0.88293,12006,5,10,3
1998,1920,0.86943,14515,5,10,3
1998,1921,0.87568,9685,5,10,3
1998,1923,0.86782,21060,5,10,3
1998,1924,0.87614,21158,5,10,3
1998,1925,0.8659,16643,5,10,3
1998,1926,0.8749,3385,5,10,3
1998,1927,0.66923,8162,4,8,2
1998,1928,0.8676,16506,5,10,3
1998,1929,0.87849,6970,5,10,3
1998,1930,0.87995,22652,5,10,3
1998,1932,0.86807,20269,5,10,3
1998,1933,0.88201,6564,5,10,3
1998,1934,0.8728,13511,5,10,3
1998,1935,0.88872,6347,5,10,3
1998,1937,0.8751,30277,5,10,3
1998,1938,0.87978,9397,5,10,3
1998,1939,0.88035,13755,5,10,3
1998,1940,0.88125,7394,5,10,3
1998,1941,0.87839,9628,5,10,3
1998,2009,0.42452,10831,2,3,2
1998,2014,0.42452,10837,2,3,2
1998,2024,0.42452,2571,2,3,2
1998,2025,0.42452,12795,2,3,2
1998,2035,0.42452,12812,2,3,2
1998,2045,0.42452,38870,2,3,2
1998,2053,0.42452,44002,2,3,2
1998,2102,0.42448,16394,2,3,2
1998,2103,0.4266,361085,2,3,2
1998,2107,0.42444,146478,2,3,2
1998,2110,0.42452,89501,2,3,2
1998,2112,0.42453,141711,2,3,2
1998,2114,0.42447,83571,2,3,2
1998,2121,0.37751,26051,1,2,1
1998,2122,0.37997,34668,1,2,1
1998,2124,0.38163,40393,1,2,1
1998,2125,0.39591,26638,1,2,1
1998,2126,0.38333,9334,1,2,1
1998,2127,0.38837,20485,1,2,1
1998,2133,0.55972,75928,3,6,2
1998,2135,0.56917,20405,3,6,2
1998,2136,0.56192,19160,3,6,2
1998,2137,0.47736,16224,2,4,2
1998,2138,0.56857,13905,3,6,2
1998,2139,0.53,24885,3,5,2
1998,2140,0.56363,15679,3,6,2
1998,2142,0.39055,40884,1,2,1
1998,2143,0.38775,18994,1,2,1
1998,2144,0.46508,11295,2,4,2
1998,2146,0.39745,42276,1,2,1
1998,2148,0.53185,17193,3,5,2
1998,2149,0.52637,22381,3,5,2
1998,2150,0.46007,51619,2,4,2
1998,2151,0.52952,13755,3,5,2
1998,2152,0.52281,15966,3,5,2
1998,2161,0.49397,40871,2,4,2
1998,2162,0.38675,22724,1,2,1
1998,2163,0.49233,10873,2,4,2
1998,2164,0.48207,25322,2,4,2
1998,2168,0.50083,44990,2,4,2
1998,2169,0.50828,17552,3,5,2
1998,2170,0.51205,22815,3,5,2
1998,2171,0.51216,13336,3,5,2
1998,2172,0.5058,16506,3,5,2
1998,2173,0.51018,7208,3,5,2
1998,2174,0.72791,8971,4,8,2
1998,2175,0.72567,5243,4,8,2
1998,2176,0.73431,15267,5,9,3
1998,2177,0.73361,6213,4,8,2
1998,2178,0.73247,11641,4,8,2
1998,2204,0.4245,48443,2,3,2
1998,2208,0.42452,20552,2,3,2
1998,2211,0.4171,103539,2,3,2
1998,2214,0.42148,69446,2,3,2
1998,2215,0.42452,21375,2,3,2
1998,2217,0.42452,25930,2,3,2
1998,2229,0.42452,15090,2,3,2
1998,2230,0.42452,26232,2,3,2
1998,2233,0.42458,51360,2,3,2
1998,2235,0.42433,30137,2,3,2
1998,2239,0.42449,149377,2,3,2
1998,2241,0.42515,43136,2,3,2
1998,2245,0.42466,62476,2,3,2
1998,2252,0.42452,61585,2,3,2
1998,2254,0.4246,27884,2,3,2
1998,2255,0.42465,37154,2,3,2
1998,2258,0.42456,40141,2,3,2
1998,2260,0.42452,38213,2,3,2
1998,2276,0.42452,33341,2,3,2
1998,2284,0.50393,56495,2,4,2
1998,2285,0.50228,24662,2,4,2
1998,2286,0.43852,19397,2,3,2
1998,2288,0.4005,48814,1,2,1
1998,2292,0.35986,47123,1,2,1
1998,2294,0.35599,45803,1,2,1
1998,2295,0.39927,10631,1,2,1
1998,2296,0.35939,11409,1,2,1
1998,2355,0.72263,37417,4,8,2
1998,2356,0.72268,139084,4,8,2
1998,2357,0.72393,40152,4,8,2
1998,2361,0.5771,43434,3,6,2
1998,2362,0.60922,27060,4,7,2
1998,2366,0.62127,8810,4,7,2
1998,2368,0.62589,16750,4,7,2
1998,2370,0.62011,21969,4,7,2
1998,2371,0.62292,17052,4,7,2
1998,2373,0.62887,28765,4,7,2
1998,2374,0.63174,13245,4,7,2
1998,2375,0.62404,14833,4,7,2
1998,2376,0.62555,13046,4,7,2
1998,2377,0.62746,13698,4,7,2
1998,2379,0.52466,27895,3,5,2
1998,2381,0.52883,17079,3,5,2
1998,2382,0.53377,11603,3,5,2
1998,2384,0.41176,48704,2,3,2
1998,2385,0.3664,12773,1,2,1
1998,2386,0.44043,13391,2,3,2
1998,2387,0.52801,19128,3,5,2
1998,2388,0.5292,9630,3,5,2
1998,2389,0.53319,10157,3,5,2
1998,2390,0.52784,16388,3,5,2
1998,2391,0.5284,8178,3,5,2
1998,2392,0.8678,14337,5,10,3
1998,2393,0.86832,16539,5,10,3
1998,2394,0.87427,13278,5,10,3
1998,2396,0.86163,23926,5,10,3
1998,2397,0.86286,38194,5,10,3
1998,2399,0.87411,15487,5,10,3
1998,2410,0.64778,64362,4,8,2
1998,2411,0.62889,64579,4,7,2
1998,2414,0.6554,98847,4,8,2
1998,2415,0.6556,34916,4,8,2
1998,2416,0.58114,14129,4,7,2
1998,2421,0.58305,47372,4,7,2
1998,2422,0.5713,40144,3,6,2
1998,2423,0.59121,21017,4,7,2
1998,2424,0.56955,12498,3,6,2
1998,2425,0.58397,14201,4,7,2
1998,2430,0.60253,11413,4,7,2
1998,2432,0.59933,20515,4,7,2
1998,2434,0.56276,23665,3,6,2
1998,2435,0.57408,10517,3,6,2
1998,2436,0.57225,10172,3,6,2
1998,2437,0.63331,8724,4,7,2
1998,2439,0.63027,14268,4,7,2
1998,2440,0.64136,4717,4,8,2
1998,2453,0.84301,78857,5,10,3
1998,2455,0.51379,28433,3,5,2
1998,2456,0.52481,26432,3,5,2
1998,2457,0.53526,19225,3,5,2
1998,2458,0.56696,22863,3,6,2
1998,2459,0.55834,17196,3,6,2
1998,2460,0.59522,5583,4,7,2
1998,2461,0.55735,18129,3,6,2
1998,2462,0.5507,15988,3,6,2
1998,2463,0.55016,12055,3,6,2
1998,2464,0.54903,14051,3,6,2
1998,2476,0.56455,27744,3,6,2
1998,2478,0.5652,28406,3,6,2
1998,2479,0.5716,20797,3,6,2
1998,2480,0.58265,17699,4,7,2
1998,2481,0.57754,10746,4,7,2
1998,2483,0.62459,21305,4,7,2
1998,2484,0.64102,8134,4,8,2
1998,2485,0.63649,16280,4,8,2
1998,2486,0.63492,8561,4,7,2
1998,2487,0.63627,6880,4,8,2
1998,2488,0.6353,9123,4,8,2
1998,2489,0.63789,7659,4,8,2
1998,2493,0.77055,19131,5,9,3
1998,2494,0.7701,71865,5,9,3
1998,2495,0.62896,12342,4,7,2
1998,2496,0.63146,24073,4,7,2
1998,2497,0.64179,15498,4,8,2
1998,2498,0.63431,25206,4,7,2
1998,2499,0.6396,14030,4,8,2
1998,2533,0.44882,61154,2,3,2
1998,2534,0.6122,7475,4,7,2
1998,2535,0.50671,21336,3,5,2
1998,2536,0.52073,12923,3,5,2
1998,2537,0.53116,7175,3,5,2
1998,2542,0.43838,43819,2,3,2
1998,2543,0.44354,41446,2,3,2
1998,2545,0.43709,22245,2,3,2
1998,2546,0.42849,32809,2,3,2
1998,2547,0.45859,19316,2,3,2
1998,2548,0.46405,18849,2,4,2
1998,2549,0.43884,14047,2,3,2
1998,2552,0.60624,35938,4,7,2
1998,2554,0.645,19120,4,8,2
1998,2555,0.60202,20627,4,7,2
1998,2556,0.61511,15705,4,7,2
1998,2557,0.60473,6033,4,7,2
1998,2558,0.61263,9554,4,7,2
1998,2559,0.61572,9019,4,7,2
1998,2569,0.68984,4562,4,8,2
1998,2570,0.68777,21233,4,8,2
1998,2571,0.68959,14006,4,8,2
1998,2572,0.68849,5406,4,8,2
1998,2574,0.67884,26432,4,8,2
1998,2576,0.68877,19278,4,8,2
1998,2577,0.69266,12201,4,8,2
1998,2578,0.69181,10223,4,8,2
1998,2579,0.68991,9134,4,8,2
1998,2581,0.57025,25391,3,6,2
