year,PLZ2,gisd_score,population,gisd_5,gisd_10,gisd_k
1999,59,0.54372,1154230,3,6,2
1999,60,0.29539,653680,1,2,1
1999,61,0.13443,469691,1,1,1
1999,63,0.4247,1319334,2,4,2
1999,64,0.33464,830986,1,2,1
1999,65,0.29542,1117845,1,2,1
1999,66,0.67981,1247538,4,8,2
1999,67,0.58053,1062729,4,7,2
1999,68,0.4201,619980,2,4,2
1999,69,0.23286,520713,1,1,1
1999,70,0.17076,833806,1,1,1
1999,71,0.2036,1035038,1,1,1
1999,72,0.35261,1093358,1,2,1
1999,73,0.27873,1037778,1,2,1
1999,74,0.35731,1109830,2,3,2
1999,75,0.38974,504679,2,4,2
1999,76,0.32824,1171111,1,2,1
1999,77,0.4266,501714,2,4,2
1999,78,0.4623,773388,3,5,2
1999,79,0.44991,1083429,2,4,2
1999,80,1.6e-4,652474,1,1,1
1999,81,0,850723,1,1,1
1999,82,0.06261,760236,1,1,1
1999,83,0.29275,790985,1,2,1
1999,84,0.37611,726754,2,3,2
1999,85,0.10761,1182238,1,1,1
1999,86,0.35758,1227760,2,3,2
1999,87,0.38024,550658,2,3,2
1999,88,0.2915,886910,1,2,1
1999,89,0.35738,803240,2,3,2
1999,90,0.45167,923983,3,5,2
1999,91,0.31992,1039324,1,2,1
1999,92,0.47551,531109,3,5,2
1999,93,0.37629,622744,2,3,2
1999,94,0.51245,737194,3,6,2
1999,95,0.49596,498107,3,6,2
1999,96,0.4932,569693,3,6,2
1999,97,0.38135,1087589,2,3,2
1999,98,0.84356,286671,5,9,3
1999,99,0.87733,947506,5,10,3
2000,1,0.72599,1259229,5,9,3
2000,2,0.92107000000000006,409873,5,10,3
2000,3,0.79015,288033,5,9,3
2000,4,0.855,1289623,5,10,3
2000,6,1,1258915,5,10,3
2000,7,0.74975,564718,5,9,3
2000,8,0.83545,573462,5,9,3
2000,9,0.83478,767679,5,9,3
2000,10,0.73797,433281,5,9,3
2000,12,0.73695,1479208,5,9,3
2000,13,0.73802,1244722,5,9,3
2000,14,0.72563,1356668,4,8,2
2000,15,0.78215,655969,5,9,3
2000,16,0.85931,626322,5,10,3
2000,17,0.97607,581393,5,10,3
2000,18,0.87478,618818,5,10,3
2000,19,0.91062,406915,5,10,3
2000,20,0.33348,132718,1,2,1
2000,21,0.388,1686390,2,4,2
2000,22,0.32009,1169745,1,2,1
2000,23,0.62569,752002,4,8,2
2000,24,0.55305,1140347,4,8,2
2000,25,0.49267,711894,3,6,2
2000,26,0.65109,1213415,4,8,2
2000,27,0.61754,888506,4,8,2
2000,28,0.49128,757898,3,6,2
2000,29,0.65715,530967,4,8,2
2000,30,0.40368,936712,2,4,2
2000,31,0.51203,1037581,4,7,2
2000,32,0.43469,889807,3,5,2
2000,33,0.43097,1108222,3,5,2
2000,34,0.51835,819405,4,7,2
2000,35,0.4296,940872,3,5,2
2000,36,0.48681,540579,3,6,2
2000,37,0.56746,733732,4,8,2
2000,38,0.5332,1175192,4,7,2
2000,39,0.98459,770825,5,10,3
2000,40,0.22687,1014864,1,1,1
2000,41,0.42123,973797,3,5,2
2000,42,0.48898,894428,3,6,2
2000,44,0.54468,1276839,4,7,2
2000,45,0.51369,1567971,4,7,2
2000,46,0.51178,902019,3,6,2
2000,47,0.57585,1337873,4,8,2
2000,48,0.37015,1228744,2,4,2
2000,49,0.54479,1278765,4,7,2
2000,50,0.33396,1109855,2,3,2
2000,51,0.33463,1099312,2,3,2
2000,52,0.51893,963106,4,7,2
2000,53,0.3344,1303772,2,3,2
2000,54,0.53805,530471,4,7,2
2000,55,0.38975,834693,2,4,2
2000,56,0.50901,871401,3,6,2
2000,57,0.45961,595049,3,6,2
2000,58,0.53098,925133,4,7,2
2000,59,0.49784,1154230,3,6,2
2000,60,0.26231,653680,1,2,1
2000,61,0.13622,469691,1,1,1
2000,63,0.40191,1319334,2,4,2
2000,64,0.31797,830986,1,2,1
2000,65,0.2728,1117845,1,2,1
2000,66,0.61077,1247538,4,8,2
2000,67,0.53209,1062729,4,7,2
2000,68,0.39315,619980,2,4,2
2000,69,0.20706,520713,1,1,1
2000,70,0.15781,833806,1,1,1
2000,71,0.17295,1035038,1,1,1
2000,72,0.347,1093358,2,3,2
2000,73,0.27563,1037778,1,2,1
2000,74,0.36945,1109830,2,4,2
2000,75,0.35914,504679,2,3,2
2000,76,0.31454,1171111,1,2,1
2000,77,0.40125,501714,2,4,2
2000,78,0.45418,773388,3,5,2
2000,79,0.41206,1083429,3,5,2
2000,80,6e-5,652474,1,1,1
2000,81,0,850723,1,1,1
2000,82,0.07876,760236,1,1,1
2000,83,0.275,790985,1,2,1
2000,84,0.35912,726754,2,3,2
2000,85,0.13266,1182238,1,1,1
2000,86,0.34628,1227760,2,3,2
2000,87,0.36095,550658,2,3,2
2000,88,0.33164,886910,1,2,1
2000,89,0.34668,803240,2,3,2
2000,90,0.41403,923983,3,5,2
2000,91,0.30762,1039324,1,2,1
2000,92,0.44295,531109,3,5,2
2000,93,0.36842,622744,2,4,2
2000,94,0.48486,737194,3,6,2
2000,95,0.46947,498107,3,6,2
2000,96,0.45254,569693,3,5,2
2000,97,0.3611,1087589,2,4,2
2000,98,0.85292,286671,5,9,3
2000,99,0.86147,947506,5,10,3
2001,1,0.68979,1259229,4,8,2
2001,2,0.87212,409873,5,10,3
2001,3,0.76992,288033,5,9,3
2001,4,0.8438,1289623,5,10,3
2001,6,0.99662,1258915,5,10,3
2001,7,0.72761,564718,5,9,3
2001,8,0.81285,573462,5,9,3
2001,9,0.79417,767679,5,9,3
2001,10,0.72101,433281,5,9,3
2001,12,0.71997,1479208,5,9,3
2001,13,0.72106,1244722,5,9,3
2001,14,0.70235,1356668,5,9,3
2001,15,0.77179,655969,5,9,3
2001,16,0.84099,626322,5,10,3
2001,17,1,581393,5,10,3
2001,18,0.91772,618818,5,10,3
2001,19,0.92353,406915,5,10,3
2001,20,0.3111,132718,2,3,2
2001,21,0.35552,1686390,2,4,2
2001,22,0.29654,1169745,1,2,1
2001,23,0.62667,752002,4,8,2
2001,24,0.55037,1140347,4,8,2
2001,25,0.49508,711894,3,6,2
2001,26,0.63492,1213415,4,8,2
2001,27,0.60134,888506,4,8,2
2001,28,0.45302,757898,3,6,2
2001,29,0.63326,530967,4,8,2
2001,30,0.40499,936712,3,5,2
2001,31,0.51067,1037581,4,7,2
2001,32,0.43714,889807,3,5,2
2001,33,0.42669,1108222,3,5,2
2001,34,0.47823,819405,3,6,2
2001,35,0.41518,940872,3,5,2
2001,36,0.46625,540579,3,6,2
2001,37,0.54391,733732,4,7,2
2001,38,0.49371,1175192,3,6,2
2001,39,0.97234,770825,5,10,3
2001,40,0.22537,1014864,1,2,1
2001,41,0.43552,973797,3,5,2
2001,42,0.50688,894428,4,7,2
2001,44,0.54698,1276839,4,8,2
2001,45,0.51733,1567971,4,7,2
2001,46,0.52058,902019,4,7,2
2001,47,0.59039,1337873,4,8,2
2001,48,0.34875,1228744,2,3,2
2001,49,0.5233,1278765,4,7,2
2001,50,0.33123,1109855,2,3,2
2001,51,0.31508,1099312,2,3,2
2001,52,0.52396,963106,4,7,2
2001,53,0.3063,1303772,1,2,1
2001,54,0.52194,530471,4,7,2
2001,55,0.34625,834693,2,3,2
2001,56,0.49761,871401,3,6,2
2001,57,0.45191,595049,3,5,2
2001,58,0.54214,925133,4,7,2
2001,59,0.49736,1154230,3,6,2
2001,60,0.22341,653680,1,1,1
2001,61,0.06283,469691,1,1,1
2001,63,0.36606,1319334,2,4,2
2001,64,0.28607,830986,1,2,1
2001,65,0.23036,1117845,1,2,1
2001,66,0.60169,1247538,4,8,2
2001,67,0.53669,1062729,4,7,2
2001,68,0.36905,619980,2,4,2
2001,69,0.16959,520713,1,1,1
2001,70,0.14648,833806,1,1,1
2001,71,0.15437,1035038,1,1,1
2001,72,0.31482,1093358,2,3,2
2001,73,0.25206,1037778,1,2,1
2001,74,0.35888,1109830,2,4,2
2001,75,0.32301,504679,2,3,2
2001,76,0.27477,1171111,1,2,1
2001,77,0.40003,501714,2,4,2
2001,78,0.43346,773388,3,5,2
2001,79,0.39858,1083429,2,4,2
2001,80,1.8e-4,652474,1,1,1
2001,81,0,850723,1,1,1
2001,82,0.04315,760236,1,1,1
2001,83,0.28701,790985,1,2,1
2001,84,0.36709,726754,2,4,2
2001,85,0.10144,1182238,1,1,1
2001,86,0.32952,1227760,2,3,2
2001,87,0.35155,550658,2,4,2
2001,88,0.28344,886910,1,2,1
2001,89,0.3319,803240,2,3,2
2001,90,0.41736,923983,3,5,2
2001,91,0.28563,1039324,1,2,1
2001,92,0.45497,531109,3,6,2
2001,93,0.37138,622744,2,4,2
2001,94,0.47937,737194,3,6,2
2001,95,0.46952,498107,3,6,2
2001,96,0.42758,569693,3,5,2
2001,97,0.35062,1087589,2,4,2
2001,98,0.82591,286671,5,9,3
2001,99,0.83568,947506,5,10,3
2002,1,0.64662,1259229,4,8,2
2002,2,0.88628,409873,5,10,3
2002,3,0.75233,288033,5,9,3
2002,4,0.82311,1289623,5,10,3
2002,6,0.98807,1258915,5,10,3
2002,7,0.69682,564718,5,9,3
2002,8,0.8043,573462,5,9,3
2002,9,0.77848,767679,5,9,3
2002,10,0.74627,433281,5,9,3
2002,12,0.74525,1479208,5,9,3
2002,13,0.7463,1244722,5,9,3
2002,14,0.71421,1356668,5,9,3
2002,15,0.76249,655969,5,9,3
2002,16,0.84182,626322,5,10,3
2002,17,0.99054,581393,5,10,3
2002,18,0.90056,618818,5,10,3
2002,19,0.88418,406915,5,10,3
2002,20,0.33434,132718,1,2,1
2002,21,0.37531,1686390,2,3,2
2002,22,0.31396,1169745,1,2,1
2002,23,0.63813,752002,4,8,2
2002,24,0.56264,1140347,4,7,2
2002,25,0.49343,711894,3,6,2
2002,26,0.66995,1213415,4,8,2
2002,27,0.62742,888506,4,8,2
2002,28,0.46177,757898,3,5,2
2002,29,0.66804,530967,4,8,2
2002,30,0.44976,936712,3,5,2
2002,31,0.5355,1037581,3,6,2
2002,32,0.4765,889807,3,5,2
2002,33,0.44933,1108222,3,5,2
2002,34,0.50639,819405,3,6,2
2002,35,0.42579,940872,2,4,2
2002,36,0.45951,540579,3,5,2
2002,37,0.58642,733732,4,8,2
2002,38,0.56996,1175192,4,7,2
2002,39,1,770825,5,10,3
2002,40,0.26896,1014864,1,2,1
2002,41,0.47226,973797,3,5,2
2002,42,0.52378,894428,3,6,2
2002,44,0.56485,1276839,4,7,2
2002,45,0.53689,1567971,3,6,2
2002,46,0.54448,902019,4,7,2
2002,47,0.62237,1337873,4,8,2
2002,48,0.37796,1228744,2,3,2
2002,49,0.57265,1278765,4,8,2
2002,50,0.38345,1109855,2,4,2
2002,51,0.37428,1099312,2,3,2
2002,52,0.56557,963106,4,7,2
2002,53,0.35246,1303772,2,3,2
2002,54,0.56321,530471,4,7,2
2002,55,0.37014,834693,2,3,2
2002,56,0.53712,871401,3,6,2
2002,57,0.4984,595049,3,6,2
2002,58,0.56916,925133,4,7,2
2002,59,0.54444,1154230,3,6,2
2002,60,0.22997,653680,1,2,1
2002,61,0.0727,469691,1,1,1
2002,63,0.37853,1319334,2,3,2
2002,64,0.27829,830986,1,2,1
2002,65,0.2296,1117845,1,1,1
2002,66,0.59944,1247538,4,8,2
2002,67,0.5522,1062729,4,7,2
2002,68,0.38006,619980,2,3,2
2002,69,0.18834,520713,1,1,1
2002,70,0.19791,833806,1,1,1
2002,71,0.20693,1035038,1,1,1
2002,72,0.38093,1093358,2,4,2
2002,73,0.2979,1037778,1,2,1
2002,74,0.39981,1109830,2,4,2
2002,75,0.38219,504679,2,4,2
2002,76,0.3099,1171111,1,2,1
2002,77,0.4525,501714,3,5,2
2002,78,0.49044,773388,3,5,2
2002,79,0.42378,1083429,2,4,2
2002,80,2.3e-4,652474,1,1,1
2002,81,0,850723,1,1,1
2002,82,0.03642,760236,1,1,1
2002,83,0.31321,790985,1,2,1
2002,84,0.41051,726754,2,4,2
2002,85,0.12569,1182238,1,1,1
2002,86,0.37485,1227760,2,3,2
2002,87,0.38789,550658,2,4,2
2002,88,0.34035,886910,1,2,1
2002,89,0.37091,803240,2,3,2
2002,90,0.44409,923983,3,5,2
2002,91,0.32568,1039324,1,2,1
2002,92,0.49964,531109,3,6,2
2002,93,0.40006,622744,2,4,2
2002,94,0.56773,737194,4,7,2
2002,95,0.55014,498107,4,7,2
2002,96,0.51567,569693,3,6,2
2002,97,0.40681,1087589,2,4,2
2002,98,0.79311,286671,5,9,3
2002,99,0.81737,947506,5,10,3
2003,1,0.62854,1259229,4,8,2
2003,2,0.86761,409873,5,10,3
2003,3,0.76573,288033,5,9,3
2003,4,0.80735,1289623,5,10,3
2003,6,1,1258915,5,10,3
2003,7,0.67234,564718,4,8,2
2003,8,0.79069,573462,5,10,3
2003,9,0.7615,767679,5,9,3
2003,10,0.76975,433281,5,9,3
2003,12,0.76788,1479208,5,9,3
2003,13,0.76973,1244722,5,9,3
2003,14,0.72327,1356668,5,9,3
2003,15,0.76784,655969,5,9,3
2003,16,0.84162,626322,5,10,3
2003,17,0.99296,581393,5,10,3
2003,18,0.91775,618818,5,10,3
2003,19,0.90222,406915,5,10,3
2003,20,0.30437,132718,1,2,1
2003,21,0.34309,1686390,2,3,2
2003,22,0.28463,1169745,1,2,1
2003,23,0.61605,752002,4,8,2
2003,24,0.56122,1140347,4,7,2
2003,25,0.47275,711894,3,6,2
2003,26,0.67021,1213415,4,8,2
2003,27,0.63524,888506,4,8,2
2003,28,0.45696,757898,3,5,2
2003,29,0.68106,530967,5,9,3
2003,30,0.45557,936712,3,5,2
2003,31,0.55217,1037581,4,7,2
2003,32,0.46303,889807,3,5,2
2003,33,0.44415,1108222,3,5,2
2003,34,0.5042,819405,3,6,2
2003,35,0.43365,940872,3,5,2
2003,36,0.44671,540579,3,5,2
2003,37,0.5964,733732,4,8,2
2003,38,0.56252,1175192,4,7,2
2003,39,0.99428,770825,5,10,3
2003,40,0.24069,1014864,1,2,1
2003,41,0.45422,973797,3,5,2
2003,42,0.52092,894428,3,6,2
2003,44,0.5681,1276839,4,8,2
2003,45,0.53253,1567971,3,6,2
2003,46,0.53795,902019,4,7,2
2003,47,0.61325,1337873,4,8,2
2003,48,0.36168,1228744,2,3,2
2003,49,0.56621,1278765,4,7,2
2003,50,0.36734,1109855,2,4,2
2003,51,0.36231,1099312,2,3,2
2003,52,0.55654,963106,4,7,2
2003,53,0.33531,1303772,2,3,2
2003,54,0.52626,530471,3,6,2
2003,55,0.35806,834693,2,3,2
2003,56,0.5261,871401,3,6,2
2003,57,0.47825,595049,3,6,2
2003,58,0.56539,925133,4,7,2
2003,59,0.53874,1154230,4,7,2
2003,60,0.24192,653680,1,2,1
2003,61,0.05748,469691,1,1,1
2003,63,0.37462,1319334,2,4,2
2003,64,0.26353,830986,1,2,1
2003,65,0.22661,1117845,1,1,1
2003,66,0.58344,1247538,4,8,2
2003,67,0.54426,1062729,4,7,2
2003,68,0.36159,619980,2,3,2
2003,69,0.15777,520713,1,1,1
2003,70,0.14091,833806,1,1,1
2003,71,0.16436,1035038,1,1,1
2003,72,0.34786,1093358,2,3,2
2003,73,0.26819,1037778,1,2,1
2003,74,0.36917,1109830,2,4,2
2003,75,0.37053,504679,2,4,2
2003,76,0.28548,1171111,1,2,1
2003,77,0.41787,501714,2,4,2
2003,78,0.4584,773388,3,5,2
2003,79,0.3938,1083429,2,4,2
2003,80,3.2e-4,652474,1,1,1
2003,81,0,850723,1,1,1
2003,82,0.00626,760236,1,1,1
2003,83,0.28133,790985,1,2,1
2003,84,0.368,726754,2,4,2
2003,85,0.08426,1182238,1,1,1
2003,86,0.35104,1227760,2,3,2
2003,87,0.37711,550658,2,4,2
2003,88,0.30408,886910,1,2,1
2003,89,0.3298,803240,2,3,2
2003,90,0.43446,923983,3,5,2
2003,91,0.31045,1039324,1,2,1
2003,92,0.49359,531109,3,6,2
2003,93,0.36541,622744,2,4,2
2003,94,0.53394,737194,3,6,2
2003,95,0.53905,498107,4,7,2
2003,96,0.48492,569693,3,6,2
2003,97,0.40175,1087589,2,4,2
2003,98,0.75577,286671,5,9,3
2003,99,0.7717,947506,5,9,3
2004,1,0.59412,1259229,4,8,2
2004,2,0.84025,409873,5,10,3
2004,3,0.77108,288033,5,9,3
2004,4,0.78544,1289623,5,10,3
2004,6,0.95701,1258915,5,10,3
2004,7,0.67285,564718,5,9,3
2004,8,0.73155,573462,5,9,3
2004,9,0.71908,767679,5,9,3
2004,10,0.75804,433281,5,9,3
2004,12,0.75633,1479208,5,9,3
2004,13,0.75804,1244722,5,9,3
2004,14,0.72728,1356668,5,9,3
2004,15,0.77252,655969,5,9,3
2004,16,0.8449,626322,5,10,3
2004,17,1,581393,5,10,3
2004,18,0.91505,618818,5,10,3
2004,19,0.89216,406915,5,10,3
2004,20,0.30773,132718,1,2,1
2004,21,0.33434,1686390,2,3,2
2004,22,0.28954,1169745,1,2,1
2004,23,0.59986,752002,4,8,2
2004,24,0.55481,1140347,4,8,2
2004,25,0.48091,711894,3,6,2
2004,26,0.62932,1213415,4,8,2
2004,27,0.58822,888506,4,8,2
2004,28,0.45852,757898,3,6,2
2004,29,0.64769,530967,4,8,2
2004,30,0.38225,936712,2,4,2
2004,31,0.48492,1037581,3,6,2
2004,32,0.43887,889807,3,5,2
2004,33,0.42297,1108222,3,5,2
2004,34,0.47346,819405,3,6,2
2004,35,0.41222,940872,3,5,2
2004,36,0.44023,540579,3,5,2
2004,37,0.53619000000000006,733732,4,7,2
2004,38,0.50103,1175192,3,6,2
2004,39,0.9604,770825,5,10,3
2004,40,0.21916,1014864,1,2,1
2004,41,0.43761,973797,3,5,2
2004,42,0.51212,894428,4,7,2
2004,44,0.55904,1276839,4,8,2
2004,45,0.53061,1567971,4,7,2
2004,46,0.53364,902019,4,7,2
2004,47,0.5892,1337873,4,8,2
2004,48,0.34515,1228744,2,4,2
2004,49,0.50009,1278765,3,6,2
2004,50,0.35445,1109855,2,4,2
2004,51,0.34251,1099312,2,3,2
2004,52,0.54572,963106,4,7,2
2004,53,0.31958,1303772,2,3,2
2004,54,0.5135,530471,4,7,2
2004,55,0.32488,834693,2,3,2
2004,56,0.49708,871401,3,6,2
2004,57,0.45586,595049,3,6,2
2004,58,0.54852,925133,4,7,2
2004,59,0.52557,1154230,4,7,2
2004,60,0.23033,653680,1,2,1
2004,61,0.03496,469691,1,1,1
2004,63,0.37566,1319334,2,4,2
2004,64,0.26311,830986,1,2,1
2004,65,0.21622,1117845,1,1,1
2004,66,0.5543,1247538,4,8,2
2004,67,0.51141,1062729,4,7,2
2004,68,0.3501,619980,2,4,2
2004,69,0.14993,520713,1,1,1
2004,70,0.11122,833806,1,1,1
2004,71,0.14163,1035038,1,1,1
2004,72,0.32899,1093358,2,3,2
2004,73,0.24285,1037778,1,2,1
2004,74,0.34627,1109830,2,4,2
2004,75,0.34481,504679,2,3,2
2004,76,0.26482,1171111,1,2,1
2004,77,0.38669,501714,2,4,2
2004,78,0.43612,773388,3,5,2
2004,79,0.3868,1083429,3,5,2
2004,80,2.7e-4,652474,1,1,1
2004,81,0,850723,1,1,1
2004,82,0.01428,760236,1,1,1
2004,83,0.26977,790985,1,2,1
2004,84,0.35616,726754,2,4,2
2004,85,0.08032,1182238,1,1,1
2004,86,0.33937,1227760,2,3,2
2004,87,0.35107,550658,2,4,2
2004,88,0.29059,886910,1,2,1
2004,89,0.32533,803240,2,3,2
2004,90,0.43163,923983,3,5,2
2004,91,0.29433,1039324,1,2,1
2004,92,0.4551,531109,3,5,2
2004,93,0.3438,622744,2,3,2
2004,94,0.50267,737194,4,7,2
2004,95,0.49586,498107,3,6,2
2004,96,0.46561,569693,3,6,2
2004,97,0.3599,1087589,2,4,2
2004,98,0.77048,286671,5,9,3
2004,99,0.80322,947506,5,10,3
2005,1,0.5947,1259229,4,8,2
2005,2,0.81408,409873,5,10,3
2005,3,0.78761,288033,5,10,3
2005,4,0.78349,1289623,5,10,3
2005,6,0.92504,1258915,5,10,3
2005,7,0.66124,564718,4,8,2
2005,8,0.73605,573462,5,9,3
2005,9,0.7195,767679,5,9,3
2005,10,0.76995,433281,5,9,3
2005,12,0.76808,1479208,5,9,3
2005,13,0.76992,1244722,5,9,3
2005,14,0.73091,1356668,5,9,3
2005,15,0.77646,655969,5,9,3
2005,16,0.83024,626322,5,10,3
2005,17,1,581393,5,10,3
2005,18,0.9148,618818,5,10,3
2005,19,0.91288,406915,5,10,3
2005,20,0.33311,132718,2,3,2
2005,21,0.36475,1686390,2,4,2
2005,22,0.31243,1169745,1,2,1
2005,23,0.6339,752002,4,8,2
2005,24,0.57949,1140347,4,8,2
2005,25,0.4992,711894,3,6,2
2005,26,0.67271,1213415,4,8,2
2005,27,0.6345,888506,4,8,2
2005,28,0.46868,757898,3,5,2
2005,29,0.68901,530967,5,9,3
2005,30,0.45606,936712,3,5,2
2005,31,0.54712,1037581,4,7,2
2005,32,0.47064,889807,3,6,2
2005,33,0.44428,1108222,3,5,2
2005,34,0.49181,819405,3,6,2
2005,35,0.4216,940872,3,5,2
2005,36,0.4277,540579,3,5,2
2005,37,0.56893,733732,4,7,2
2005,38,0.54064,1175192,4,7,2
2005,39,0.92871,770825,5,10,3
2005,40,0.26767,1014864,1,2,1
2005,41,0.46439,973797,3,5,2
2005,42,0.53181,894428,4,7,2
2005,44,0.57489,1276839,4,8,2
2005,45,0.55639,1567971,4,7,2
2005,46,0.54301,902019,4,7,2
2005,47,0.62723,1337873,4,8,2
2005,48,0.35435,1228744,2,3,2
2005,49,0.54161,1278765,4,7,2
2005,50,0.39881,1109855,2,4,2
2005,51,0.38421,1099312,2,4,2
2005,52,0.58975,963106,4,8,2
2005,53,0.33753,1303772,2,3,2
2005,54,0.51637,530471,3,6,2
2005,55,0.33282,834693,2,3,2
2005,56,0.5214,871401,3,6,2
2005,57,0.48866,595049,3,6,2
2005,58,0.55281,925133,4,7,2
