federal_state	region_type	region_id	region_name	year	gisd_score	gisd_5	gisd_10	gisd_k
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	1998	0.94528	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	1999	0.96481	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2000	0.95814	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2001	0.8845	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2002	0.94466	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2003	0.87789	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2004	0.95256	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2005	0.94957	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2006	1	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2007	1	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2008	0.98229	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2009	0.97085	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2010	0.95767	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2011	0.93211	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2012	0.8059	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2013	0.88693	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2014	0.84619	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2015	0.92513	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2016	0.88133	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2017	0.93949	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2018	0.86925	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2019	0.89567	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2020	0.92391	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2021	0.92318	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2022	0.91236	5	10	3
Schleswig-Holstein	Gemeinde	01001000	Flensburg, Stadt	2023	0.81889	5	10	3
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	1998	0.66984	5	9	3
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	1999	0.6411	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2000	0.71335	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2001	0.65787	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2002	0.60234	3	6	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2003	0.61085	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2004	0.63435	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2005	0.61129	4	8	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2006	0.70135	5	9	3
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2007	0.72143	5	9	3
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2008	0.64752	4	8	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2009	0.60022	4	8	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2010	0.61209	4	8	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2011	0.62396	4	8	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2012	0.55711	3	6	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2013	0.59	4	8	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2014	0.56808	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2015	0.53876	3	6	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2016	0.54116	3	6	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2017	0.5618	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2018	0.5341	3	6	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2019	0.53517	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2020	0.52422	3	6	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2021	0.48842	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2022	0.51189	4	7	2
Schleswig-Holstein	Gemeinde	01002000	Kiel, Landeshauptstadt	2023	0.49608	4	7	2
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	1998	0.78881	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	1999	0.81284	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2000	0.93832	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2001	0.84073	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2002	0.8228	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2003	0.7859	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2004	0.75655	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2005	0.78781	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2006	0.80472	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2007	0.80417	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2008	0.76443	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2009	0.72481	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2010	0.75242	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2011	0.82039	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2012	0.78704	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2013	0.7643	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2014	0.823	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2015	0.73259	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2016	0.68177	5	9	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2017	0.74972	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2018	0.67321	5	9	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2019	0.67421	5	10	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2020	0.6455	5	9	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2021	0.58176	5	9	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2022	0.62942	5	9	3
Schleswig-Holstein	Gemeinde	01003000	Lübeck, Hansestadt	2023	0.58462	5	9	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	1998	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	1999	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2000	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2001	0.90734	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2002	0.83336	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2003	0.94722	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2004	0.90207	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2005	0.81466	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2006	0.87848	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2007	0.89782	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2008	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2009	0.89782	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2010	0.92329	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2011	0.98953	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2012	0.90639	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2013	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2014	0.91211	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2015	0.97013	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2016	0.98462	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2017	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2018	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2019	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2020	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2021	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2022	1	5	10	3
Schleswig-Holstein	Gemeinde	01004000	Neumünster, Stadt	2023	1	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	1998	0.72739	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	1999	0.77472	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2000	0.83608	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2001	0.85357	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2002	0.83839	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2003	0.76531	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2004	0.77769	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2005	0.76317	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2006	0.79452	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2007	0.79679	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2008	0.78286	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2009	0.77068	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2010	0.76733	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2011	0.85004	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2012	0.87121	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2013	0.81711	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2014	0.86932	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2015	0.85835	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2016	0.85268	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2017	0.80691	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2018	0.76717	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2019	0.75751	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2020	0.78016	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2021	0.72983	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2022	0.70119	5	10	3
Schleswig-Holstein	Gemeinde	01051001	Albersdorf	2023	0.66673	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	1998	0.74802	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	1999	0.788	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2000	0.84352	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2001	0.73493	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2002	0.78068	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2003	0.75072	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2004	0.71868	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2005	0.68305	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2006	0.64581	4	8	2
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2007	0.70513	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2008	0.74981	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2009	0.68924	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2010	0.7691	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2011	0.8435	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2012	0.87932	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2013	0.73798	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2014	0.76217	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2015	0.74964	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2016	0.71523	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2017	0.68126	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2018	0.66675	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2019	0.62849	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2020	0.60876	5	9	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2021	0.62687	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2022	0.66746	5	10	3
Schleswig-Holstein	Gemeinde	01051002	Arkebek	2023	0.60777	5	10	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	1998	0.71261	5	10	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	1999	0.75837	5	10	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2000	0.81681	5	10	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2001	0.74533	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2002	0.73529	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2003	0.71717	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2004	0.726	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2005	0.71961	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2006	0.70094	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2007	0.68997	4	8	2
Schleswig-Holstein	Gemeinde	01051003	Averlak	2008	0.70526	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2009	0.65883	4	8	2
Schleswig-Holstein	Gemeinde	01051003	Averlak	2010	0.65419	4	8	2
Schleswig-Holstein	Gemeinde	01051003	Averlak	2011	0.71374	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2012	0.76753	5	10	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2013	0.69584	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2014	0.75648	5	10	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2015	0.71593	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2016	0.71128	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2017	0.68125	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2018	0.63647	4	8	2
Schleswig-Holstein	Gemeinde	01051003	Averlak	2019	0.63053	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2020	0.66299	5	10	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2021	0.59752	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2022	0.60967	5	9	3
Schleswig-Holstein	Gemeinde	01051003	Averlak	2023	0.52994	4	8	2
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	1998	0.72808	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	1999	0.77001	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2000	0.82536	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2001	0.76645	5	9	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2002	0.76592	5	9	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2003	0.74541	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2004	0.7432	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2005	0.74004	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2006	0.70625	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2007	0.68043	4	8	2
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2008	0.69318	5	9	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2009	0.70427	5	9	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2010	0.7073	5	9	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2011	0.76672	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2012	0.78628	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2013	0.74351	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2014	0.80248	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2015	0.75733	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2016	0.73634	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2017	0.71314	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2018	0.64378	5	9	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2019	0.64766	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2020	0.66525	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2021	0.63358	5	10	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2022	0.60454	5	9	3
Schleswig-Holstein	Gemeinde	01051004	Bargenstedt	2023	0.57143	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	1998	0.72722	5	10	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	1999	0.77169	5	10	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2000	0.84113	5	10	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2001	0.78747	5	10	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2002	0.78198	5	10	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2003	0.71071	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2004	0.699	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2005	0.68058	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2006	0.68952	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2007	0.64629	4	8	2
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2008	0.59939	4	7	2
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2009	0.66159	4	8	2
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2010	0.63116	4	8	2
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2011	0.68699	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2012	0.68976	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2013	0.66378	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2014	0.70564	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2015	0.66338	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2016	0.64719	4	8	2
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2017	0.62033	4	8	2
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2018	0.57079	4	7	2
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2019	0.54424	4	7	2
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2020	0.6099	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2021	0.59851	5	9	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2022	0.64859	5	10	3
Schleswig-Holstein	Gemeinde	01051005	Barkenholm	2023	0.6244	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	1998	0.7341	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	1999	0.77547	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2000	0.8358	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2001	0.80416	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2002	0.80701	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2003	0.75631	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2004	0.758	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2005	0.74142	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2006	0.73752	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2007	0.73068	5	9	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2008	0.68741	5	9	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2009	0.72484	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2010	0.7024	5	9	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2011	0.76187	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2012	0.79585	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2013	0.75097	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2014	0.79271	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2015	0.77238	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2016	0.7489	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2017	0.71216	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2018	0.64993	5	9	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2019	0.6631	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2020	0.70841	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2021	0.65628	5	10	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2022	0.63142	5	9	3
Schleswig-Holstein	Gemeinde	01051006	Barlt	2023	0.55866	5	9	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	1998	0.69322	5	9	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	1999	0.72505	5	9	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2000	0.77787	5	9	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2001	0.98634	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2002	0.77163	5	9	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2003	0.76744	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2004	0.76511	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2005	0.7918	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2006	0.80572	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2007	0.75636	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2008	0.79657	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2009	0.63444	4	8	2
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2010	0.59391	4	7	2
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2011	0.89772	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2012	0.81576	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2013	0.92981	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2014	0.91538	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2015	0.92165	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2016	0.87011	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2017	0.89701	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2018	0.93922	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2019	0.81969	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2020	0.72656	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2021	0.69218	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2022	0.70651	5	10	3
Schleswig-Holstein	Gemeinde	01051008	Bergewöhrden	2023	0.70088	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	1998	0.79242	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	1999	0.83044	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2000	0.88291	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2001	0.68899	4	8	2
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2002	0.68462	4	8	2
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2003	0.65461	4	8	2
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2004	0.71872	5	9	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2005	0.72519	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2006	0.72989	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2007	0.64652	4	8	2
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2008	0.71595	5	9	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2009	0.71105	5	9	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2010	0.70599	5	9	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2011	0.75358	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2012	0.80576	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2013	0.77188	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2014	0.87834	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2015	0.8359	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2016	0.78675	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2017	0.75992	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2018	0.69114	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2019	0.6375	5	9	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2020	0.72191	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2021	0.62689	5	10	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2022	0.63042	5	9	3
Schleswig-Holstein	Gemeinde	01051010	Brickeln	2023	0.54664	5	9	3
Schleswig-Holstein	Gemeinde	01051011	Brunsbüttel, Stadt	1998	0.69465	5	9	3
